Origin Time,Latitude,Longitude,Depth,Magnitude,Location,Total Fatalities,Total Injuries,Estimated Economic Loss (USD),Buildings Collapsed,Population Density
2021-01-18 01:21:44 IST,34.61,80.896,221,3.6,"279km NE of Hanley, Jammu & Kashmir, India",4,4,102079,6,3619
2021-01-17 22:00:45 IST,20.03,72.82,5,3.5,"101km W of Nashik, Maharashtra, India",3,6,171020,7,8608
2021-01-17 19:12:57 IST,24.29,96.77,10,3.7,"242km ESE of Ukhrul, Manipur, India",2,3,150631,7,2628
2021-01-17 13:53:20 IST,37.48,75.11,10,3.5,"338km NNW of Kargil, Laddakh, India",3,6,149801,6,10903
2021-01-17 12:29:51 IST,26,96.53,10,3.9,"194km S of Changlang, Arunachal Pradesh, India",2,3,188711,11,960
2021-01-17 02:58:15 IST,23.62,93.5,25,3.2,"25km NE of Champhai, Mizoram, India",1,5,79034,10,2522
2021-01-17 02:18:11 IST,23.65,93.46,55,4.4,"25km NNE of Champhai, Mizoram, India",4,2,75065,10,2802
2021-01-17 01:32:53 IST,35.94,71.12,200,5.3,"138km SSE of Fayzabad, Afghanistan",3,4,115988,6,668
2021-01-16 22:01:04 IST,33.03,75.93,10,4.1,"93km E of Katra, Jammu and Kashmir, India",4,7,90865,12,11187
2021-01-16 16:05:49 IST,36.42,72.22,100,3.8,"166km ESE of Fayzabad, Afghanistan",1,6,115925,9,14715
2021-01-15 16:58:21 IST,1.26,96.42,10,4.3,"621km WSW of Kuala Lumpur, Malaysia",2,7,178137,11,11687
2021-01-14 00:45:35 IST,24.96,93.24,15,4.2,"64km NW of Bishnupur, Manipur, India",1,6,76092,18,12916
2021-01-13 19:03:31 IST,28.86,77.49,5,2.9,"37km NNE of Noida, Uttar Pradesh, India",2,2,84766,11,139
2021-01-13 06:37:22 IST,22.64,94.58,98,3.8,"157km SE of Champhai, Mizoram, India",1,0,108715,13,1812
2021-01-13 03:26:05 IST,36.38,70.25,163,3.8,"84km SSW of Fayzabad, Afghanistan",1,4,88584,12,8407
2021-01-12 20:00:07 IST,37.3,72.34,135,4.3,"160km E of Fayzabad, Afghanistan",5,5,4299,9,14669
2021-01-12 15:16:43 IST,19.68,90.75,118,4.3,"383km SE of Haldia, West Bengal, India",0,2,70993,9,9927
2021-01-12 10:17:20 IST,36.37,71.14,250,4.5,"96km SE of Fayzabad, Afghanistan",2,3,134368,12,5643
2021-01-11 19:32:04 IST,33.34,75.47,5,5.1,"63km NE of Katra, Jammu and Kashmir, India",4,6,171877,17,2234
2021-01-11 19:29:15 IST,33.22,75.58,5,3.8,"65km ENE of Katra, Jammu and Kashmir, India",2,9,42269,9,2334
2021-01-11 02:31:38 IST,36.47,70.6,150,4.2,"70km S of Fayzabad, Afghanistan",0,6,42035,13,5473
2021-01-10 20:44:40 IST,36.49,70.75,147,4.5,"70km SSE of Fayzabad, Afghanistan",5,4,101511,7,10721
2021-01-10 06:38:05 IST,27.21,89.92,10,3.1,"40km SE of Thimphu, Bhutan",2,2,-3779,8,525
2021-01-10 04:30:38 IST,37.35,72.23,220,4.2,"151km ENE of Fayzabad, Afghanistan",4,6,77751,11,12790
2021-01-10 04:17:29 IST,36.75,71.39,230,3.9,"84km ESE of Fayzabad, Afghanistan",3,7,13197,19,14126
2021-01-09 23:02:48 IST,22.93,94.22,50,3.5,"108km ESE of Champhai, Mizoram, India",1,2,168453,2,13337
2021-01-09 22:27:03 IST,37.39,72.04,85,3.7,"135km ENE of Fayzabad, Afghanistan",2,6,61533,10,13699
2021-01-09 20:21:50 IST,32.31,76.3,10,4.2,"10km NNW of Dharamshala, Himachal Pradesh, India",5,8,182641,10,279
2021-01-09 11:27:30 IST,30.79,78.58,10,3.3,"15km ENE of Uttarkashi, Uttarakhand, India",1,4,155676,8,14667
2021-01-08 21:45:55 IST,20.13,84.25,5,3.2,"107km NNW of Berhampur, Odisha, India",1,6,67684,13,5527
2021-01-08 18:16:25 IST,36.47,71.46,10,3.6,"107km SE of Fayzabad, Afghanistan",1,6,46402,11,13045
2021-01-08 15:41:55 IST,37.16,71.34,130,4.1,"70km E of Fayzabad, Afghanistan",3,1,90322,11,2842
2021-01-08 10:05:19 IST,29.85,79.77,10,3.3,"52km NW of Pithoragarh, Uttarakhand, India",2,7,94767,12,6725
2021-01-07 19:22:29 IST,22.56,69.65,20,2.7,"78km ENE of Dwarka, Gujarat, India",1,6,117307,13,710
2021-01-07 06:57:38 IST,6.99,93.91,72,4.4,"2km SSE of Campbell Bay, Andaman and Nicobar island, India",0,5,61172,6,649
2021-01-07 01:53:34 IST,37.17,72.09,99,3.9,"136km E of Fayzabad, Afghanistan",1,3,137319,5,14151
2021-01-06 20:38:42 IST,23.06,94.26,32,3.7,"104km ESE of Champhai, Mizoram, India",0,7,113266,9,12168
2021-01-06 04:32:07 IST,26.95,92.93,8,2.5,"35km NNE of Tezpur, Assam, India",3,4,82980,10,7970
2021-01-05 13:09:22 IST,32.35,76.61,5,3.2,"30km ENE of Dharamshala, Himachal Pradesh, India",2,2,64397,11,7905
2021-01-04 10:58:43 IST,34.28,74.52,5,3.5,"28km NNE of Gulmarg, Jammu and Kashmir, India",0,7,90755,9,11243
2021-01-04 00:13:07 IST,26.21,90.94,5,2.5,"79km W of Guwahati, Assam, India",1,5,59154,13,5157
2021-01-03 22:15:28 IST,26.52,93.03,10,2.8,"27km ESE of Tezpur, Assam, India",3,8,102921,10,11439
2021-01-03 00:18:14 IST,35.89,70.17,250,4.1,"138km SSW of Fayzabad, Afghanistan",2,7,104271,12,7300
2021-01-02 22:20:32 IST,20.095,72.928,5,2.4,"90km W of Nashik, Maharashtra, India",1,5,113085,15,9586
2021-01-02 21:45:56 IST,32.51,76.4,30,2.6,"33km NNE of Dharamshala, Himachal Pradesh, India",3,4,188312,8,14474
2021-01-02 18:32:55 IST,36.94,72.11,121,4.5,"139km E of Fayzabad, Afghanistan",4,3,93377,12,7096
2021-01-02 13:24:40 IST,21.79,74.7,5,3.3,"157km SW of Indore, Madhya Pradesh, India",0,9,150229,14,6305
2021-01-02 04:11:58 IST,30.59,79.28,5,2.4,"26km W of Joshimath, Uttarakhand , India",1,4,111479,8,13590
2021-01-02 03:31:48 IST,23.03,94.04,10,3.2,"86km ESE of Champhai, Mizoram, India",1,8,88087,5,13543
2021-01-01 00:27:05 IST,24.45,94.86,98,3.1,"65km SE of Ukhrul, Manipur, India",2,4,94042,13,14886
2020-12-31 23:05:21 IST,27.32,88.62,5,2.6,"1km SE of Gangtok, Sikkim",2,2,97058,10,8285
2020-12-31 17:21:00 IST,24.19,93.85,40,3.1,"35km SSE of Moirang, Manipur, India",0,2,113988,12,5196
2020-12-31 13:30:28 IST,27.07,89.16,5,2.8,"61km ESE of Gangtok, Sikkim",2,5,52033,10,3643
2020-12-30 11:03:46 IST,34.7,72.92,10,4.7,"113km N of Islamabad, Pakistan",0,8,26732,7,559
2020-12-30 01:34:04 IST,27.69,86.33,100,3.9,"99km E of Kathmandu, Nepal",4,5,132714,5,10914
2020-12-29 21:44:00 IST,35.78,71.51,150,4.2,"170km SSE of Fayzabad, Afghanistan",1,6,144906,8,3540
2020-12-29 03:58:16 IST,28.49,91.96,112,3.1,"101km N of Tawang, Arunachal Pradesh, India",5,3,137281,12,9119
2020-12-29 01:20:28 IST,18.88,95.26,64,3.8,"244km NNW of Rangoon, Myanmar",1,5,107748,13,13753
2020-12-28 20:15:19 IST,37.31,71.84,45,4.2,"116km ENE of Fayzabad, Afghanistan",1,8,138361,13,14255
2020-12-28 05:48:12 IST,36.66,71.31,221,3.9,"83km SE of Fayzabad, Afghanistan",0,4,135671,6,115
2020-12-28 03:09:12 IST,24.65,94.53,40,3.1,"31km S of Ukhrul, Manipur, India",1,5,139381,16,4790
2020-12-27 03:18:20 IST,27.41,96.55,10,3.5,"38km SSW of Changlang, Arunachal Pradesh, India",2,1,57022,15,12568
2020-12-26 19:49:15 IST,16.15,93.07,50,4.1,"320km N of Diglipur, Andaman and Nicobar island, India",0,5,45152,16,8069
2020-12-26 04:59:02 IST,37.39,71.82,186,3.9,"116km ENE of Fayzabad, Afghanistan",3,6,80571,8,12122
2020-12-26 03:23:50 IST,25.7,94.7,30,2.8,"59km E of Kohima, Nagaland, India",4,3,99130,12,12807
2020-12-26 02:01:49 IST,26.06,95.38,120,3.6,"91km ESE of Mokokchung, Nagaland, India",2,6,87903,13,6667
2020-12-26 01:21:28 IST,37.96,73.54,50,3.8,"280km ENE of Fayzabad, Afghanistan",5,5,6165,10,5416
2020-12-25 05:02:19 IST,28.7,77.04,5,2.3,"18km WNW of New Delhi, India",2,5,186084,8,6858
2020-12-24 20:44:01 IST,25.47,96.25,100,3.9,"187km ENE of Ukhrul, Manipur, India",3,6,86297,14,9809
2020-12-24 19:51:07 IST,27.11,88.34,5,2.5,"11km NE of Drajeelind,West Bengal,India",1,6,108635,10,5539
2020-12-24 19:06:56 IST,36.28,69.35,50,4,"140km SW of Fayzabad, Afghanistan",2,7,162227,7,11636
2020-12-24 18:17:15 IST,25.69,96.55,198,3.9,"215km ESE of Mokokchung, Nagaland, India",0,6,-17248,17,13564
2020-12-24 16:51:29 IST,25.79,96.46,150,3.6,"203km ESE of Mokokchung, Nagaland, India",3,5,74415,13,4270
2020-12-24 13:39:52 IST,25.58,96.53,100,4.6,"217km ESE of Mokokchung, Nagaland, India",1,6,80644,10,14476
2020-12-24 08:29:46 IST,38.24,71.72,10,4.2,"163km NE of Fayzabad, Afghanistan",3,6,83184,9,9359
2020-12-24 06:56:06 IST,26.1,93.01,5,3,"65km SSE of Tezpur, Assam, India",3,5,91325,7,13178
2020-12-24 05:21:51 IST,34.21,97.99,10,4.6,"722km NNE of Pangin, Arunachal Pradesh, India",1,10,172356,11,1603
2020-12-24 03:19:35 IST,24.51,94.94,123,2.8,"66km SE of Ukhrul, Manipur, India",3,4,133672,6,3809
2020-12-23 22:41:26 IST,37.13,71.71,10,3.9,"102km E of Fayzabad, Afghanistan",0,8,147901,11,4849
2020-12-23 16:37:02 IST,27.17,96.05,150,3.7,"86km SW of Changlang, Arunachal Pradesh, India",1,6,102356,4,4577
2020-12-23 11:44:19 IST,16.36,94.45,219,3.9,"190km WSW of Yangon, Myanmar",0,4,30031,13,2619
2020-12-23 01:25:52 IST,36.81,71.93,16,3.7,"126km ESE of Fayzabad, Afghanistan",2,5,-3984,9,13029
2020-12-22 06:31:34 IST,36.15,69.08,25,4.7,"168km SW of Fayzabad, Afghanistan",1,4,23529,11,6308
2020-12-22 01:03:12 IST,37,71.6,150,3.9,"93km E of Fayzabad, Afghanistan",4,6,117988,10,14448
2020-12-21 08:33:46 IST,33.66,76.64,5,3.7,"79km SW of Alchi(Leh),Jammu & Kashmir,India",3,2,101588,15,8772
2020-12-21 00:27:36 IST,32.69,76.42,5,2.4,"53km N of Dharamshala, Himachal Pradesh, India",1,2,89491,15,2118
2020-12-20 23:43:51 IST,22.98,93.77,10,3.4,"69km SE of Champhai, Mizoram, India",1,9,81571,14,8211
2020-12-20 20:40:51 IST,36.32,71.67,10,4.2,"132km SE of Fayzabad, Afghanistan",4,1,200586,11,14903
2020-12-20 06:09:51 IST,36.7,70.89,239,4.4,"53km SE of Fayzabad, Afghanistan",1,3,58854,6,8499
2020-12-20 05:55:02 IST,29.66,80.53,5,2.9,"31km ENE of Pithoragarh, Uttarakhand, India",1,4,146390,13,77
2020-12-19 11:52:44 IST,21.73,94.35,10,4.1,"166km W of Burma, Myanmar",1,3,100095,9,13999
2020-12-18 21:32:40 IST,36.79,72.03,10,4,"136km ESE of Fayzabad, Afghanistan",3,2,96953,10,3561
2020-12-18 10:15:54 IST,36.96,72.07,10,3.7,"135km E of Fayzabad, Afghanistan",1,6,158831,5,10343
2020-12-18 09:23:43 IST,36.61,71.31,173,4.4,"86km SE of Fayzabad, Afghanistan",2,2,173126,8,7750
2020-12-17 23:46:46 IST,28.19,76.67,25,4.2,"46km SW of Gurugram, Haryana, India",5,7,88022,12,4915
2020-12-17 22:03:20 IST,24.15,93.74,36,3.2,"38km S of Moirang, Manipur, India",1,10,139960,13,4275
2020-12-17 11:26:01 IST,27.4,75.43,5,3,"64km NW of Jaipur, Rajasthan, India",2,1,118194,10,13934
2020-12-17 02:32:39 IST,35.14,70.27,10,4.2,"116km NE of Kabul , Afghanistan",5,2,100371,14,13683
2020-12-16 22:53:40 IST,36.82,72.53,101,3.7,"178km E of Fayzabad, Afghanistan",1,4,110212,12,7721
2020-12-16 20:10:16 IST,27.7,94.2,10,3.1,"57km WSW of Basar, Arunachal Pradesh, India",4,4,65599,13,3914
2020-12-16 19:26:35 IST,37.12,73.53,10,4,"264km E of Fayzabad, Afghanistan",4,8,84695,10,1580
2020-12-16 18:27:13 IST,37.22,73.49,10,4.3,"260km E of Fayzabad, Afghanistan",1,6,70968,12,2390
2020-12-16 02:07:30 IST,31.49,76.84,5,3.2,"13km SSW of Mandi, Himachal Pradesh, India",2,2,145068,17,7857
2020-12-15 23:47:50 IST,23.82,93.11,57,3.4,"12km SW of Ngopa, Mizoram, India",3,6,95239,16,4652
2020-12-15 14:47:06 IST,39.34,75.8,100,3.7,"406km SSE of Bishkek, Kyrgyzstan",6,8,35114,15,678
2020-12-14 16:46:15 IST,38.66,73.35,50,4.2,"300km NE of Fayzabad, Afghanistan",0,8,63828,6,6854
2020-12-14 14:20:38 IST,36.66,68.94,50,4.3,"151km WSW of Fayzabad, Afghanistan",4,2,-59963,10,11205
2020-12-14 10:10:13 IST,21.22,95.49,13,3.7,"90km SSW of Burma, Myanmar",3,5,75275,12,13380
2020-12-14 05:25:31 IST,35.92,68.92,50,4,"154km N of Kabul , Afghanistan",1,4,101882,14,8799
2020-12-13 23:33:08 IST,31.98,77.35,10,2.4,"22km E of Kullu, Himachal Pradesh, India",4,3,93193,11,10863
2020-12-13 20:54:58 IST,24.45,73.26,5,2.3,"151km NNE of Gandhinagar, Gujarat, India",1,8,199007,6,5492
2020-12-13 11:38:55 IST,36.62,71.23,10,4.1,"80km SE of Fayzabad, Afghanistan",2,3,128745,11,7468
2020-12-13 01:43:55 IST,36.27,72.18,33,3.8,"172km ESE of Fayzabad, Afghanistan",1,7,126522,8,10957
2020-12-13 00:14:59 IST,26.85,94.42,10,2.6,"24km ENE of Jorhat, Assam, India",4,2,17836,7,10928
2020-12-12 20:41:37 IST,26.88,96.18,10,3.3,"106km SSW of Changlang, Arunachal Pradesh, India",3,1,81767,14,6396
2020-12-12 20:39:27 IST,26.46,94.58,5,2.6,"16km NNE of Mokokchung, Nagaland, India",6,5,75666,7,8177
2020-12-12 16:42:16 IST,36.54,71.24,10,3.9,"87km SE of Fayzabad, Afghanistan",1,4,60695,8,13861
2020-12-11 21:28:52 IST,23.89,92.88,40.1,3.2,"24km NE of Aizawl, Mizoram, India",2,4,60005,7,9498
2020-12-11 19:59:53 IST,10.97,76.1,10,2.5,"50km NNW of Thrissur, Kerala, India",1,4,9593,8,9656
2020-12-11 18:33:51 IST,21.59,90.31,10,4.1,"219km SSW of Belonia, Tripura, India",2,3,36207,13,11780
2020-12-11 18:30:15 IST,15.49,94.06,10,4.2,"270km SW of Yangon, Myanmar",3,0,143704,8,1772
2020-12-10 22:26:47 IST,25.87,90.52,10,3.9,"50km NE of Tura, Meghalaya, India",3,2,92854,10,7867
2020-12-10 22:03:05 IST,37.04,71,10,4.4,"40km E of Fayzabad, Afghanistan",0,3,74679,9,14393
2020-12-10 00:24:19 IST,26.54,96.66,145,4.1,"133km S of Changlang, Arunachal Pradesh, India",1,4,99729,9,5456
2020-12-10 00:06:45 IST,26.703,95.313,10,2.5,"90km ENE of Mokokchung, Nagaland, India",1,2,158369,9,4459
2020-12-09 21:35:35 IST,24.98,95,27.7,3.1,"52km E of Ukhrul, Manipur, India",4,6,100210,14,9038
2020-12-08 10:44:34 IST,22.11,94.2,87,5.2,"174km SSE of Champhai, Mizoram, India",1,5,127018,7,3355
2020-12-08 00:27:44 IST,28.96,76.99,14,3.3,"38km E of Rohtak, Haryana, India",4,1,57669,13,8361
2020-12-07 02:09:22 IST,32.72,76.62,5,2.6,"62km NNE of Dharamshala, Himachal Pradesh, India",0,8,69068,9,2376
2020-12-07 01:14:59 IST,36.25,73.74,10,3.6,"251km NNW of Gulmarg, Jammu and Kashmir, India",3,6,117698,11,8717
2020-12-07 00:19:02 IST,36.81,71.84,10,4,"119km ESE of Fayzabad, Afghanistan",1,1,194632,7,9055
2020-12-06 19:05:39 IST,12.79,93.14,10,4.3,"55km SSE of Diglipur, Andaman and Nicobar island, India",2,9,171488,12,6305
2020-12-06 10:10:40 IST,32.71,76.65,5,2.8,"62km NNE of Dharamshala, Himachal Pradesh, India",4,3,129141,8,5772
2020-12-06 06:44:38 IST,39.07,75.73,65,3.6,"434km SSE of Bishkek, Kyrgyzstan",2,9,107571,6,3719
2020-12-06 05:57:29 IST,37.856,66.942,15.8,4.3,"179km WSW of Dushanbe, Tajikistan",1,4,170053,9,4997
2020-12-06 02:00:05 IST,35.972,70.623,167,4.3,"125km S of Fayzabad, Afghanistan",1,3,139733,7,7500
2020-12-05 16:59:22 IST,36.46,71.44,150,4,"106km SE of Fayzabad, Afghanistan",2,7,-14683,11,3752
2020-12-05 14:03:42 IST,39.49,75.7,10,4.1,"388km SSE of Bishkek, Kyrgyzstan",1,5,47303,10,11753
2020-12-05 10:46:37 IST,26.92,92.67,10,3.4,"32km NNW of Tezpur, Assam, India",2,6,116907,9,10650
2020-12-04 04:38:15 IST,36.42,71.26,119,4.3,"98km SE of Fayzabad, Afghanistan",1,3,10651,10,4076
2020-12-04 03:10:59 IST,30.11,80.56,5,2.6,"67km NNE of Pithoragarh, Uttarakhand, India",2,7,55120,9,1506
2020-12-04 02:13:24 IST,22.14,86.05,63,3.9,"75km SSW of Jamshedpur, Jharkhand, India",0,5,65009,10,52
2020-12-04 01:18:38 IST,3.09,97.92,144,5.2,"418km W of Kuala Lumpur, Malaysia",1,8,87191,7,8970
2020-12-03 13:40:06 IST,34.49,75.95,10,3.5,"18km WSW of Kargil, Laddakh, India",4,7,85628,9,3209
2020-12-03 04:26:45 IST,33.1,72.67,10,3.9,"73km SSW of Islamabad, Pakistan",3,3,85543,13,238
2020-12-02 12:44:24 IST,27.49,94.34,60,3.1,"56km W of Dibrugarh, Assam, India",2,5,141265,12,5418
2020-12-02 06:24:40 IST,38.296,75.376,169,4.3,"421km N of Kargil, Laddakh, India",2,9,86738,9,14431
2020-12-02 04:05:01 IST,28.79,77.46,5,2.7,"29km NNE of Noida, Uttar Pradesh, India",1,5,80768,7,10364
2020-12-01 09:41:50 IST,30.03,77.95,10,3.9,"22km WNW of Haridwar, Uttarakhand, India",5,6,32541,14,12873
2020-11-30 18:02:36 IST,36.36,70.59,232,4.2,"82km S of Fayzabad, Afghanistan",0,4,151217,14,2213
2020-11-29 21:12:35 IST,31.56,72.84,10,3.6,"192km W of Amritsar, Punjab, India",2,6,66425,10,1145
2020-11-28 05:39:30 IST,36.7,71.58,20,3.9,"101km ESE of Fayzabad, Afghanistan",3,6,45648,7,222
2020-11-28 05:07:54 IST,33.72,88.6,200,4.1,"670km N of Lachung, Sikkim, India",1,5,110654,9,14337
2020-11-28 04:33:11 IST,36.14,71.06,200,3.6,"116km SSE of Fayzabad, Afghanistan",2,6,61652,5,4538
2020-11-26 22:57:33 IST,36.54,71.2,263,5.2,"85km SE of Fayzabad, Afghanistan",4,4,73702,9,6919
2020-11-26 15:31:46 IST,36.35,71.39,115,4.4,"112km SE of Fayzabad, Afghanistan",3,4,112923,7,5948
2020-11-25 15:40:58 IST,0.12,97.66,10,4.5,"559km SW of Kuala Lumpur, Malaysia",2,7,83675,10,10970
2020-11-25 01:21:12 IST,37.17,71.75,23,3.9,"106km E of Fayzabad, Afghanistan",1,7,215580,11,4683
2020-11-23 19:11:51 IST,28.53,87.32,50,4,"156km NW of Yuksom, Sikkim, India",3,5,96258,16,8055
2020-11-23 02:13:47 IST,27.96,93.88,10,2.6,"79km W of Basar, Arunachal Pradesh, India",2,3,130891,14,14933
2020-11-22 23:58:24 IST,22.37,94.13,25,3.8,"146km SE of Champhai, Mizoram, India",1,3,2915,7,6688
2020-11-22 08:59:20 IST,26.31,94.63,23.2,4.4,"11km E of Mokokchung, Nagaland, India",0,3,56967,11,8291
2020-11-22 06:23:59 IST,21.89,79.45,10,2.7,"90km NNE of Nagpur, Maharashtra, India",0,2,45654,8,7562
2020-11-22 03:40:53 IST,21.89,79.8,10,1.8,"110km NE of Nagpur, Maharashtra, India",2,6,52281,3,12057
2020-11-22 03:12:11 IST,21.78,79.84,10,2.4,"105km NE of Nagpur, Maharashtra, India",0,3,120776,11,4039
2020-11-22 01:45:02 IST,22.1,79.55,10,4.3,"116km NNE of Nagpur, Maharashtra, India",1,3,151778,15,2598
2020-11-21 21:04:51 IST,36.29,70.88,100,4.6,"94km SSE of Fayzabad, Afghanistan",0,11,117231,5,11323
2020-11-21 19:34:51 IST,24.14,98.37,125,3.9,"339km N of Hkolam ,Myanmar",0,4,88667,13,6263
2020-11-21 16:09:38 IST,25.45,94.35,5,2.8,"34km SE of Kohima, Nagaland, India",2,10,68457,12,13710
2020-11-21 14:03:58 IST,25.49,94.33,16,2.7,"30km SE of Kohima, Nagaland, India",2,8,155679,7,9680
2020-11-21 12:48:42 IST,35.07,70.14,214,4.3,"102km NE of Kabul , Afghanistan",4,3,203562,7,8486
2020-11-21 10:19:36 IST,24.92,94.88,30,4,"40km E of Ukhrul, Manipur, India",4,7,106752,3,1103
2020-11-21 07:46:10 IST,36.15,70.82,10,4.3,"108km SSE of Fayzabad, Afghanistan",0,5,146968,11,10969
2020-11-21 06:54:40 IST,25.45,94.29,11.8,2.8,"31km SE of Kohima, Nagaland, India",2,3,117168,12,10306
2020-11-20 23:03:15 IST,38.12,74.44,10,4.1,"360km ENE of Fayzabad, Afghanistan",1,5,137775,11,9619
2020-11-20 21:04:14 IST,36.56,68.75,19.4,3.9,"171km WSW of Fayzabad, Afghanistan",2,6,41772,9,4055
2020-11-19 14:01:15 IST,36.4,68.93,10,4.9,"164km WSW of Fayzabad, Afghanistan",1,5,75593,8,14203
2020-11-19 02:47:34 IST,36.63,71.15,164,3.8,"74km SE of Fayzabad, Afghanistan",0,5,119773,16,4858
2020-11-19 02:31:03 IST,36.33,71.25,185,3.9,"105km SE of Fayzabad, Afghanistan",4,2,160624,11,2325
2020-11-19 01:20:31 IST,25.33,94.19,10,2.7,"32km NW of Shirui, Manipur, India",4,6,59093,6,14808
2020-11-18 16:03:44 IST,36.08,69.64,25,4.7,"139km SW of Fayzabad, Afghanistan",1,5,-1664,12,11206
2020-11-17 14:30:09 IST,36.35,70.15,100,4.4,"90km SSW of Fayzabad, Afghanistan",1,4,75086,7,6251
2020-11-17 13:05:23 IST,38.25,70.21,150,4.8,"128km ESE of Dushanbe, Tajikistan",3,7,150506,9,14041
2020-11-17 06:57:24 IST,25.3,72.73,10,3,"108km SSW of Jodhpur, Rajasthan, India",6,5,20805,10,1412
2020-11-16 21:00:47 IST,31.16,78.13,5,2.5,"56km NNW of Uttarkashi, Uttarakhand, India",1,6,41154,8,1360
2020-11-15 23:31:20 IST,30.92,78.01,5,3.3,"46km WNW of Uttarkashi, Uttarakhand, India",1,6,107795,10,10252
2020-11-15 12:19:34 IST,31.04,75.95,10,2.9,"47km SE of Jalandhar, Punjab, India",3,6,94201,6,2710
2020-11-15 08:00:03 IST,37.03,72.35,44,4.2,"159km E of Fayzabad, Afghanistan",3,3,129723,13,13761
2020-11-15 04:34:24 IST,25.51,90.67,10,2.7,"46km E of Tura, Meghalaya, India",1,5,38563,10,12613
2020-11-15 04:09:18 IST,19.92,72.88,5,2.4,"93km N of Mumbai, Maharashtra, India",2,4,83751,12,4630
2020-11-14 14:20:26 IST,23.53,94.5,30,5.2,"119km E of Champhai, Mizoram, India",2,8,159759,9,13338
2020-11-14 08:26:59 IST,30.29,67.65,70,5.4,"496km SSW of Kabul , Afghanistan",1,3,40355,13,691
2020-11-14 00:03:10 IST,5.7,95.8,10,4.9,"255km SE of Campbell Bay, Andaman and Nicobar island, India",2,2,173845,12,8252
2020-11-13 23:40:30 IST,36.6,72.04,90,4.3,"143km ESE of Fayzabad, Afghanistan",2,1,46629,9,14036
2020-11-13 21:04:04 IST,26.59,93.24,11,2.8,"45km E of Tezpur, Assam, India",2,7,142469,13,12837
2020-11-13 15:42:16 IST,39.52,74.04,10,4.1,"375km S of Bishkek, Kyrgyzstan",2,3,81352,4,5373
2020-11-13 15:39:47 IST,28.67,91.83,30,3.1,"121km N of Tawang, Arunachal Pradesh, India",2,2,42754,11,2783
2020-11-13 14:46:46 IST,39.6,74.35,10,4.4,"364km S of Bishkek, Kyrgyzstan",1,4,75155,8,3197
2020-11-13 08:45:37 IST,12.13,93.46,10,4.3,"97km NE of Portblair, Andaman and Nicobar island, India",1,6,127246,7,7741
2020-11-13 03:23:49 IST,26.45,93.61,11,3.7,"61km N of Dimapur, Nagaland, India",5,2,99657,10,8971
2020-11-13 02:51:28 IST,28.02,87.74,10,4.1,"86km NW of Yuksom, Sikkim, India",3,7,155923,6,540
2020-11-13 01:49:08 IST,37.01,71.3,85,4.7,"67km E of Fayzabad, Afghanistan",3,4,171787,4,6232
2020-11-12 23:22:30 IST,37.26,72.05,10,4.3,"134km E of Fayzabad, Afghanistan",1,10,40848,12,12464
2020-11-12 19:35:22 IST,28.35,84.28,10,3.6,"124km NW of Kathmandu, Nepal",2,8,37186,10,6692
2020-11-12 15:35:28 IST,23.88,94.54,25,3.7,"103km SE of Moirang, Manipur, India",7,6,34760,8,2579
2020-11-12 08:50:00 IST,36.47,70.81,200,4.1,"73km SSE of Fayzabad, Afghanistan",2,7,55040,11,14325
2020-11-12 08:36:22 IST,20,72.9,5,2.5,"93km W of Nashik, Maharashtra, India",2,3,155210,13,4030
2020-11-12 07:36:11 IST,35.34,71.05,100,4.2,"189km ENE of Kabul , Afghanistan",3,4,128018,8,11986
2020-11-12 02:29:33 IST,32.7,75.84,5,4,"70km NW of Dharamshala, Himachal Pradesh, India",0,8,72748,18,2947
2020-11-12 01:35:28 IST,31.21,78.26,15,2.8,"56km NNW of Uttarkashi, Uttarakhand, India",2,5,99444,7,6376
2020-11-11 20:19:25 IST,36.03,71.62,240,4.4,"152km SE of Fayzabad, Afghanistan",2,4,170215,11,7381
2020-11-11 13:10:40 IST,20.16,72.88,5,2.8,"96km W of Nashik, Maharashtra, India",2,4,195400,16,7534
2020-11-11 09:22:15 IST,24.6,93.56,29,3.4,"20km W of Bishnupur, Manipur, India",1,5,112969,14,7771
2020-11-11 05:55:51 IST,20.19,73.07,5,2.8,"78km WNW of Nashik, Maharashtra, India",2,5,-32964,13,3412
2020-11-11 04:11:50 IST,26.28,93.09,10,2.9,"50km SE of Tezpur, Assam, India",1,4,114864,10,7762
2020-11-10 23:54:00 IST,31.61,78.54,5,2.4,"98km N of Uttarkashi, Uttarakhand, India",2,3,146737,12,7251
2020-11-10 23:34:31 IST,36.83,72.26,95,4,"154km E of Fayzabad, Afghanistan",2,6,111231,6,3170
2020-11-10 20:07:39 IST,38.67,70.48,10,5.5,"147km E of Dushanbe, Tajikistan",5,8,136325,9,14823
2020-11-10 18:19:17 IST,36.35,72.57,49,3.6,"198km ESE of Fayzabad, Afghanistan",2,5,117853,9,12990
2020-11-10 16:58:31 IST,20.11,73.04,5,2.9,"79km W of Nashik, Maharashtra, India",2,5,38267,8,13319
2020-11-10 15:38:45 IST,20.12,72.978,5,2.3,"85km W of Nashik, Maharashtra, India",1,3,55688,18,10299
2020-11-10 10:15:40 IST,22.86,94.41,80,4.3,"129km ESE of Champhai, Mizoram, India",1,5,83942,11,2440
